user_id,plan_tier,tenure_months,user_age,daily_active_days,avg_session_mins,feature_adoption_score,goals_set,social_connections,streak_days,support_tickets_30d,payment_failures,days_since_last_login,monthly_charge,total_revenue,churned
USR_01284,monthly,25,38,12.8,30.1,8.7,0,3,1,0,0,3,23.3,582.5,1
USR_01285,annual,2,29,7.4,4.0,20.4,1,2,2,0,0,0,23.64,47.28,0
USR_01286,monthly,35,31,21.5,4.9,10.8,0,4,6,0,0,3,31.14,1089.9,0
USR_01287,monthly,5,25,11.6,7.6,40.9,1,1,6,0,0,4,32.69,163.45,0
USR_01288,monthly,6,39,9.2,3.0,21.3,1,4,8,1,1,3,35.33,211.98,0
USR_01289,monthly,14,36,5.2,7.5,21.8,1,2,2,1,0,1,30.78,430.92,0
USR_01290,monthly,10,27,16.8,1.0,15.0,1,2,5,0,1,1,35.69,356.9,1
USR_01291,monthly,4,23,25.9,25.2,38.8,1,4,18,0,3,3,29.44,117.76,1
USR_01292,annual,9,21,22.4,2.1,5.0,1,4,9,1,0,4,16.26,146.34,1
USR_01293,annual,15,39,9.6,8.3,33.4,1,4,3,1,0,8,21.53,322.95000000000005,0
USR_01294,annual,1,32,11.1,31.7,48.6,0,4,4,1,0,0,19.74,19.74,0
USR_01295,monthly,1,33,13.4,20.6,33.9,1,1,3,1,0,8,32.03,32.03,0
USR_01296,monthly,7,25,6.2,18.0,42.3,1,1,3,0,2,1,30.86,216.01999999999998,1
USR_01297,monthly,1,20,13.9,11.2,3.0,0,2,6,3,0,1,35.13,35.13,1
USR_01298,annual,13,39,3.0,6.9,52.3,1,3,2,0,0,3,17.85,232.05,0
USR_01299,annual,2,32,27.0,7.1,21.2,1,2,5,0,2,19,19.92,39.84,1
USR_01300,monthly,6,39,10.4,1.1,56.7,1,5,7,0,0,20,32.21,193.26,0
USR_01301,premium,2,28,18.6,1.0,53.5,0,2,7,1,0,8,50.82,101.64,0
USR_01302,monthly,9,30,5.1,22.3,23.7,0,1,2,1,0,4,27.76,249.84,1
USR_01303,annual,1,37,19.5,6.3,34.7,1,0,14,2,2,8,20.76,20.76,0
USR_01304,annual,1,37,6.9,1.0,65.9,1,1,1,1,0,18,23.18,23.18,0
USR_01305,premium,1,38,3.8,13.1,57.8,1,1,2,1,0,7,53.39,53.39,0
USR_01306,annual,37,29,16.9,13.8,65.2,1,5,7,0,0,8,22.15,819.55,0
USR_01307,annual,1,36,26.9,3.1,31.8,1,6,5,0,0,8,17.28,17.28,0
USR_01308,monthly,14,40,13.0,6.3,46.2,1,3,9,0,1,1,27.92,390.88,0
USR_01309,annual,1,31,2.3,10.2,47.8,1,3,1,1,0,5,23.22,23.22,0
USR_01310,monthly,1,27,11.5,10.9,21.4,1,2,7,0,0,12,33.28,33.28,0
USR_01311,premium,8,42,19.5,8.6,60.4,1,4,4,1,0,17,44.25,354.0,0
USR_01312,annual,7,26,8.7,5.4,29.4,0,2,6,0,0,2,15.0,105.0,0
USR_01313,annual,36,37,19.3,1.0,57.3,1,2,5,2,1,5,19.06,686.16,0
USR_01314,monthly,34,31,24.2,1.0,67.9,0,2,3,1,3,7,34.25,1164.5,1
USR_01315,annual,18,18,12.8,7.4,7.2,1,3,5,1,0,3,23.72,426.96,1
USR_01316,annual,11,41,7.9,2.7,29.1,1,2,1,0,0,2,15.96,175.56,0
USR_01317,annual,7,18,10.9,33.5,10.6,1,3,4,1,2,2,22.78,159.46,0
USR_01318,monthly,5,18,16.3,12.3,39.1,1,5,2,0,0,3,27.39,136.95,0
USR_01319,monthly,35,36,8.6,10.6,15.2,1,2,3,1,2,9,34.44,1205.3999999999999,1
USR_01320,monthly,11,36,14.9,6.3,24.2,1,3,5,0,0,1,28.32,311.52,1
USR_01321,monthly,10,26,0.4,4.8,11.4,0,6,0,1,0,6,30.21,302.1,0
USR_01322,premium,3,33,10.1,2.4,89.7,0,5,3,2,1,1,47.49,142.47,0
USR_01323,monthly,1,18,11.7,1.0,66.1,0,5,3,1,1,8,30.22,30.22,0
USR_01324,premium,34,37,9.3,12.1,76.0,1,4,8,0,1,2,50.67,1722.78,0
USR_01325,monthly,4,33,10.4,18.1,44.6,1,2,2,0,0,8,26.97,107.88,1
USR_01326,monthly,7,31,12.9,23.4,5.1,0,2,9,0,0,1,31.63,221.41,1
USR_01327,annual,1,32,4.7,15.5,58.0,1,5,1,0,0,3,20.99,20.99,0
USR_01328,annual,21,35,6.6,27.3,10.4,1,5,3,1,1,19,18.91,397.11,1
USR_01329,monthly,1,31,24.1,48.8,48.2,0,0,18,0,3,11,32.65,32.65,1
USR_01330,annual,21,18,7.4,39.1,57.4,1,4,5,0,0,0,18.76,393.96000000000004,1
USR_01331,annual,1,49,4.9,10.8,28.7,0,1,3,0,0,18,19.28,19.28,0
USR_01332,monthly,26,41,19.0,3.0,23.6,1,0,6,1,0,8,28.48,740.48,0
USR_01333,premium,15,21,19.4,1.3,62.0,1,4,4,1,2,9,50.04,750.6,0
USR_01334,premium,2,29,22.6,60.0,74.7,0,3,5,0,0,7,48.97,97.94,0
USR_01335,annual,10,30,15.8,4.4,24.4,1,2,4,2,0,2,20.19,201.9,0
USR_01336,monthly,4,40,16.9,1.0,33.6,0,3,11,0,2,1,32.58,130.32,0
USR_01337,annual,2,18,22.5,6.0,34.3,1,3,11,0,0,9,23.42,46.84,0
USR_01338,monthly,23,28,13.9,16.5,36.6,0,2,7,2,1,0,28.32,651.36,1
USR_01339,monthly,6,18,18.8,26.6,17.3,1,2,3,0,1,5,29.74,178.44,1
USR_01340,monthly,6,29,21.4,7.8,34.3,1,1,7,1,2,9,32.67,196.02,0
USR_01341,monthly,2,28,2.1,4.2,44.9,0,1,1,1,0,2,29.41,58.82,1
USR_01342,premium,5,32,19.5,18.1,30.8,1,2,9,0,0,5,48.32,241.6,0
USR_01343,annual,24,27,10.6,8.4,40.1,1,3,7,0,0,3,21.41,513.84,0
USR_01344,annual,5,25,4.3,1.1,74.3,0,3,3,0,1,10,16.74,83.69999999999999,1
USR_01345,monthly,36,36,15.0,26.2,9.6,1,3,11,0,0,7,37.23,1340.28,0
USR_01346,monthly,35,35,11.1,12.8,1.8,1,4,5,0,1,1,29.71,1039.8500000000001,1
USR_01347,monthly,1,36,12.1,1.0,44.1,1,3,3,2,0,3,30.11,30.11,0
USR_01348,premium,2,30,15.2,1.0,56.6,1,2,3,0,0,5,42.44,84.88,0
USR_01349,monthly,23,27,13.6,1.1,19.8,0,2,9,0,0,1,26.93,619.39,1
USR_01350,premium,5,31,18.0,20.7,55.0,1,3,2,0,0,23,46.96,234.8,0
USR_01351,annual,1,36,7.9,7.9,16.0,1,2,3,1,1,30,18.12,18.12,1
USR_01352,monthly,3,18,3.5,4.9,59.0,1,1,2,0,0,2,27.17,81.51,1
USR_01353,annual,10,35,14.5,3.4,48.0,0,2,1,1,1,12,18.84,188.4,0
USR_01354,monthly,19,34,7.1,8.5,47.0,1,6,4,0,0,9,28.61,543.59,1
USR_01355,premium,1,32,4.8,1.0,80.1,1,0,2,0,2,1,49.84,49.84,0
USR_01356,premium,1,30,1.6,11.5,55.8,0,1,0,1,0,4,56.1,56.1,0
USR_01357,monthly,30,18,13.3,5.7,31.5,0,0,8,0,0,1,31.0,930.0,0
USR_01358,monthly,16,28,19.4,23.5,35.1,0,5,2,1,0,1,27.53,440.48,0
USR_01359,annual,10,46,10.2,16.8,49.5,1,4,2,2,0,5,21.22,212.2,0
USR_01360,premium,17,32,21.3,1.0,54.2,0,4,6,0,2,0,50.86,864.62,1
USR_01361,monthly,6,29,3.4,2.2,38.9,0,5,1,0,0,1,31.66,189.96,0
USR_01362,annual,17,32,7.2,7.7,44.7,1,2,4,0,0,1,20.29,344.93,0
USR_01363,annual,5,34,10.7,12.9,27.3,1,4,2,0,0,1,23.31,116.55,1
USR_01364,annual,3,37,10.1,15.1,32.1,1,3,2,0,0,0,22.66,67.98,0
USR_01365,monthly,15,30,10.4,20.3,28.7,1,2,1,2,0,0,28.27,424.05,0
USR_01366,annual,6,35,15.7,1.0,5.4,1,2,1,1,0,4,23.34,140.04,1
USR_01367,premium,47,45,18.9,1.0,30.2,1,3,6,1,0,15,57.45,2700.15,0
USR_01368,monthly,5,40,4.9,11.0,52.5,1,4,2,0,0,0,26.55,132.75,1
USR_01369,monthly,30,50,7.3,15.4,25.9,1,1,1,0,0,9,29.04,871.1999999999999,0
USR_01370,premium,32,26,7.8,18.5,32.7,1,2,5,0,0,13,54.36,1739.52,0
USR_01371,monthly,3,45,17.8,2.0,64.9,1,3,8,0,0,3,31.1,93.30000000000001,0
USR_01372,premium,19,25,17.0,41.6,35.1,1,4,7,0,1,1,47.76,907.4399999999999,0
USR_01373,monthly,6,34,8.8,3.1,60.0,0,2,5,1,0,3,30.34,182.04,0
USR_01374,monthly,29,37,5.5,3.5,31.3,1,3,2,0,0,8,25.53,740.37,1
USR_01375,premium,7,27,14.7,2.0,49.8,0,2,9,0,1,4,48.9,342.3,0
USR_01376,monthly,16,32,8.3,1.0,31.4,1,3,5,1,0,5,33.22,531.52,0
USR_01377,annual,7,39,11.9,19.9,25.3,1,2,6,0,0,1,19.94,139.58,0
USR_01378,monthly,3,26,14.3,1.0,8.8,1,4,5,0,0,12,31.2,93.6,1
USR_01379,annual,2,45,16.7,7.5,32.9,0,0,10,1,0,3,15.0,30.0,0
USR_01380,monthly,6,20,14.3,1.2,45.9,1,2,6,1,0,1,31.31,187.85999999999999,0
USR_01381,monthly,16,47,19.1,1.0,14.2,1,2,9,2,0,1,28.59,457.44,0
USR_01382,premium,11,40,5.7,32.7,44.2,0,1,2,0,0,5,50.94,560.3399999999999,0
USR_01383,monthly,14,31,12.4,20.9,9.7,1,4,2,0,0,10,30.81,431.34,1
USR_01384,annual,3,28,16.7,6.0,12.5,1,3,8,0,0,9,15.0,45.0,0
USR_01385,monthly,7,27,9.6,7.4,65.9,1,2,4,0,1,1,31.11,217.76999999999998,0
USR_01386,annual,1,30,2.2,24.3,19.2,0,1,1,0,0,0,23.22,23.22,1
USR_01387,monthly,20,31,8.4,19.1,12.1,1,3,6,0,0,1,32.22,644.4,1
USR_01388,premium,55,42,22.8,14.1,44.6,1,3,14,0,0,1,56.16,3088.7999999999997,0
USR_01389,monthly,6,47,18.7,9.2,26.9,1,5,12,0,1,3,35.22,211.32,1
USR_01390,monthly,1,33,7.4,11.2,13.1,1,2,2,0,1,10,30.39,30.39,1
USR_01391,monthly,2,25,8.3,6.0,22.7,1,2,2,0,0,4,31.47,62.94,0
USR_01392,monthly,12,27,16.6,9.0,50.6,1,2,4,0,2,15,32.67,392.04,0
USR_01393,annual,11,30,7.4,9.3,18.0,1,3,4,2,1,11,23.59,259.49,1
USR_01394,monthly,18,23,13.9,24.0,83.0,1,1,7,0,0,19,28.16,506.88,0
USR_01395,annual,3,22,6.7,3.0,45.3,0,2,2,1,0,1,19.04,57.12,1
USR_01396,monthly,17,48,5.8,3.4,57.9,0,4,1,1,0,4,27.9,474.29999999999995,0
USR_01397,monthly,13,34,7.2,2.8,35.2,0,2,4,0,0,2,27.09,352.17,0
USR_01398,annual,4,25,4.6,10.4,42.8,1,2,1,0,0,3,19.59,78.36,1
USR_01399,annual,9,38,14.1,14.3,35.4,0,4,12,2,0,2,20.26,182.34,0
USR_01400,monthly,1,22,1.3,3.3,18.3,1,4,1,0,0,0,33.47,33.47,1
USR_01401,monthly,7,23,7.0,13.6,20.9,1,6,1,0,0,11,29.26,204.82000000000002,0
USR_01402,monthly,25,25,14.2,11.9,54.7,0,3,4,1,1,8,33.73,843.2499999999999,1
USR_01403,annual,6,45,16.2,4.6,39.2,1,2,5,0,0,4,18.92,113.52000000000001,0
USR_01404,annual,21,29,18.0,3.1,8.1,1,1,1,0,0,4,23.51,493.71000000000004,1
USR_01405,monthly,10,18,5.5,25.6,68.6,1,5,1,1,0,0,31.79,317.9,1
USR_01406,annual,2,41,17.5,10.1,21.0,1,6,5,0,0,4,15.0,30.0,1
USR_01407,annual,10,29,15.8,14.6,37.7,1,2,5,1,0,2,19.91,199.1,0
USR_01408,annual,8,18,16.6,31.1,20.9,1,1,10,0,0,0,22.27,178.16,1
USR_01409,premium,6,29,30.0,2.8,37.5,1,4,2,0,1,2,50.93,305.58,0
USR_01410,monthly,1,36,12.6,5.2,70.9,1,2,4,0,3,3,27.72,27.72,1
USR_01411,monthly,6,35,14.7,6.8,35.0,0,5,11,2,0,3,26.1,156.60000000000002,0
USR_01412,monthly,1,46,15.8,3.2,25.8,1,1,7,0,0,1,24.84,24.84,0
USR_01413,monthly,1,25,7.3,22.0,8.6,1,5,6,0,0,3,29.07,29.07,1
USR_01414,annual,6,32,23.9,1.0,43.5,0,4,6,0,0,7,17.09,102.53999999999999,0
USR_01415,premium,4,26,11.7,3.3,30.7,1,4,6,0,1,8,48.48,193.92,0
USR_01416,monthly,31,19,14.6,2.5,16.7,0,2,6,0,0,3,30.15,934.65,1
USR_01417,monthly,5,39,6.4,36.8,48.3,1,4,0,0,0,0,27.45,137.25,0
USR_01418,monthly,17,35,2.2,11.8,49.7,1,3,1,2,0,17,35.12,597.04,1
USR_01419,premium,9,34,23.1,15.1,58.8,1,6,19,0,0,1,42.13,379.17,0
USR_01420,monthly,14,35,14.7,1.4,62.1,1,2,11,1,1,1,29.78,416.92,0
USR_01421,annual,3,26,3.2,2.6,19.2,1,3,1,1,1,9,15.85,47.55,0
USR_01422,monthly,34,23,11.5,19.9,15.6,1,5,4,2,0,5,31.11,1057.74,0
USR_01423,monthly,9,32,3.7,10.1,55.2,1,2,1,0,0,3,29.92,269.28000000000003,0
USR_01424,premium,21,41,8.5,1.0,41.6,0,3,4,0,1,9,49.64,1042.44,0
USR_01425,premium,5,44,15.5,10.0,22.5,0,3,7,0,0,3,52.75,263.75,0
USR_01426,monthly,1,38,4.3,7.7,57.3,1,1,1,2,0,3,29.14,29.14,0
USR_01427,premium,13,32,7.6,2.0,43.6,1,1,5,1,0,9,49.62,645.06,0
USR_01428,annual,1,34,15.6,10.8,17.0,1,0,3,1,0,3,20.93,20.93,1
USR_01429,premium,7,32,15.1,2.3,69.1,1,6,1,0,0,1,49.24,344.68,0
USR_01430,monthly,2,23,21.3,20.0,30.3,1,2,18,0,0,3,24.51,49.02,0
USR_01431,annual,11,32,17.6,11.6,6.9,1,6,6,0,0,1,16.74,184.14,0
USR_01432,monthly,46,21,8.8,24.6,41.6,1,3,5,0,0,0,35.14,1616.44,0
USR_01433,annual,7,31,26.6,6.6,47.9,1,4,9,0,0,5,20.12,140.84,0
USR_01434,monthly,20,45,21.5,8.6,55.7,1,2,12,0,1,1,27.87,557.4,0
USR_01435,monthly,8,38,12.7,17.2,45.9,0,4,4,2,0,3,23.22,185.76,1
USR_01436,monthly,8,24,6.7,9.5,20.7,0,1,0,0,0,4,34.57,276.56,1
USR_01437,annual,31,31,17.9,10.2,21.9,1,2,4,0,0,2,18.67,578.7700000000001,0
USR_01438,monthly,26,25,16.2,9.7,48.7,0,3,9,1,0,3,25.28,657.28,0
USR_01439,annual,18,31,9.9,8.1,29.8,0,2,3,0,0,0,23.53,423.54,0
USR_01440,premium,4,40,15.0,19.7,34.0,0,4,6,1,0,9,48.09,192.36,0
USR_01441,monthly,9,37,12.1,8.0,41.9,1,1,6,0,0,10,26.28,236.52,0
USR_01442,annual,3,51,20.0,27.7,45.9,0,3,10,0,0,5,19.26,57.78,0
USR_01443,monthly,7,41,18.4,19.8,26.1,0,1,8,0,0,1,32.43,227.01,0
USR_01444,premium,7,33,17.7,14.1,23.3,0,3,7,0,0,3,47.13,329.91,0
USR_01445,monthly,21,37,15.4,27.5,19.9,0,2,3,0,0,5,30.49,640.29,0
USR_01446,annual,27,30,9.1,9.2,41.6,1,4,4,0,1,8,17.35,468.45000000000005,0
USR_01447,annual,6,22,6.4,20.7,38.3,1,5,2,0,0,0,19.03,114.18,1
USR_01448,premium,1,42,13.2,3.3,31.7,1,4,8,0,0,5,46.7,46.7,0
USR_01449,annual,23,40,21.9,1.0,36.3,1,3,9,1,0,0,22.91,526.93,0
USR_01450,monthly,2,30,4.5,13.9,44.1,0,3,1,0,2,5,33.94,67.88,0
USR_01451,annual,11,34,14.4,4.3,35.6,1,4,9,1,2,0,20.84,229.24,0
USR_01452,premium,1,41,10.4,12.1,26.4,1,2,5,1,0,11,46.26,46.26,1
USR_01453,annual,6,38,14.4,1.0,36.4,1,1,9,0,1,1,22.06,132.35999999999999,0
USR_01454,monthly,51,20,1.6,37.4,38.2,1,4,0,1,0,3,28.45,1450.95,1
USR_01455,premium,1,33,10.1,8.7,38.8,1,4,6,0,0,3,47.04,47.04,0
USR_01456,annual,6,30,11.7,1.0,42.2,1,3,7,1,0,9,19.49,116.94,0
USR_01457,annual,4,40,2.3,7.8,54.6,1,3,1,0,0,6,19.3,77.2,1
USR_01458,monthly,28,40,25.0,18.7,77.5,0,4,8,0,0,4,28.9,809.1999999999999,0
USR_01459,annual,24,42,19.7,24.0,28.4,0,4,2,0,0,10,15.0,360.0,1
USR_01460,monthly,3,23,6.9,7.4,27.4,0,2,3,0,0,1,25.06,75.17999999999999,0
USR_01461,annual,1,25,5.0,1.6,32.8,1,3,2,0,0,5,15.25,15.25,0
USR_01462,monthly,11,40,2.6,28.4,51.4,1,4,1,0,0,5,32.93,362.23,0
USR_01463,annual,4,27,9.4,47.7,21.3,1,3,1,1,2,5,26.26,105.04,0
USR_01464,premium,13,19,19.9,1.0,45.0,1,1,3,1,0,10,49.08,638.04,1
USR_01465,monthly,1,36,8.0,1.0,31.8,1,3,2,0,0,4,31.39,31.39,0
USR_01466,premium,1,27,3.1,10.0,54.9,1,5,1,0,0,3,48.78,48.78,0
USR_01467,monthly,13,46,12.1,9.2,28.3,1,2,6,0,0,3,31.51,409.63,0
USR_01468,premium,2,34,8.9,10.7,22.0,1,3,4,0,0,2,50.58,101.16,0
USR_01469,annual,23,33,10.2,4.6,55.1,0,3,0,1,0,8,20.34,467.82,0
USR_01470,annual,1,29,9.5,1.0,27.8,0,3,4,1,0,4,21.32,21.32,1
USR_01471,annual,2,44,9.1,10.4,37.3,1,3,4,0,0,0,18.69,37.38,0
USR_01472,premium,60,34,25.0,2.0,36.2,1,1,6,0,0,4,51.23,3073.7999999999997,0
USR_01473,monthly,6,28,18.5,5.0,38.0,1,4,14,3,0,0,34.79,208.74,0
USR_01474,monthly,14,25,20.0,10.5,45.8,0,3,16,1,0,1,28.86,404.03999999999996,0
USR_01475,annual,2,31,12.1,2.8,46.3,0,5,2,0,0,5,20.19,40.38,0
USR_01476,annual,11,24,3.0,9.4,33.9,1,3,1,1,0,3,23.71,260.81,0
USR_01477,annual,15,40,13.2,15.1,11.1,1,3,2,0,0,1,23.4,351.0,0
USR_01478,annual,4,18,20.2,1.0,43.9,1,3,5,1,0,0,15.5,62.0,1
USR_01479,monthly,21,30,16.4,11.6,57.0,1,2,2,2,0,4,32.39,680.19,1
USR_01480,annual,11,36,13.1,8.5,28.0,1,2,4,0,0,5,20.47,225.17,0
USR_01481,monthly,5,34,18.6,1.2,42.9,1,3,5,0,0,8,27.39,136.95,0
USR_01482,annual,9,26,17.7,14.7,60.5,1,3,3,0,0,2,17.86,160.74,0
USR_01483,monthly,10,37,18.8,4.5,82.9,1,4,12,1,0,1,31.77,317.7,0
USR_01484,monthly,2,24,12.0,2.4,40.5,1,5,8,0,1,6,29.64,59.28,0
USR_01485,monthly,6,31,17.8,4.0,35.4,0,4,6,0,0,6,29.69,178.14000000000001,1
USR_01486,monthly,5,37,5.1,9.5,27.7,0,2,2,0,0,8,38.51,192.54999999999998,1
USR_01487,annual,6,35,17.2,10.4,58.8,0,3,9,0,0,3,19.41,116.46000000000001,1
USR_01488,monthly,17,26,10.7,2.2,61.9,1,2,3,0,0,5,33.03,561.51,1
USR_01489,monthly,7,41,9.0,33.1,30.8,1,1,1,0,0,1,26.93,188.51,1
USR_01490,monthly,33,32,7.5,4.8,23.8,0,3,5,0,1,1,32.11,1059.6299999999999,0
USR_01491,monthly,4,37,4.8,3.7,50.5,1,2,2,0,0,2,29.97,119.88,1
USR_01492,monthly,6,44,6.7,2.5,32.7,1,1,3,0,0,14,33.88,203.28000000000003,1
USR_01493,monthly,18,40,17.1,1.5,15.4,1,7,7,0,0,5,26.72,480.96,0
USR_01494,annual,9,40,21.5,48.3,49.2,1,1,14,0,0,3,15.0,135.0,0
USR_01495,annual,9,33,9.9,13.5,32.9,0,4,2,0,0,6,20.03,180.27,1
USR_01496,annual,1,38,4.0,18.6,15.1,0,4,1,2,1,0,18.48,18.48,1
USR_01497,monthly,6,33,14.9,6.2,4.3,1,3,5,1,0,5,29.27,175.62,0
USR_01498,monthly,3,22,10.6,6.4,6.1,1,3,2,0,1,2,24.79,74.37,1
USR_01499,premium,60,34,4.5,52.0,57.0,1,5,1,0,0,5,51.33,3079.7999999999997,0
USR_01500,annual,4,34,9.8,2.7,10.4,1,2,2,0,0,1,16.29,65.16,0
USR_01501,monthly,25,36,19.2,4.8,52.3,1,3,3,2,0,0,27.12,678.0,0
USR_01502,monthly,13,30,7.0,2.6,35.0,1,1,1,1,3,9,27.57,358.41,1
USR_01503,monthly,5,25,15.4,4.0,9.2,1,6,10,0,0,5,29.07,145.35,1
USR_01504,monthly,9,37,7.8,13.1,33.8,1,5,5,2,0,1,27.57,248.13,0
USR_01505,monthly,22,21,15.5,4.4,62.5,1,3,5,1,0,1,31.23,687.0600000000001,1
USR_01506,annual,25,43,18.4,25.0,31.5,0,2,4,0,0,6,20.45,511.25,0
USR_01507,annual,2,30,12.2,1.0,44.0,0,5,4,3,0,4,23.81,47.62,0
USR_01508,annual,4,33,3.2,5.3,66.4,0,3,1,0,3,2,22.78,91.12,1
USR_01509,annual,4,36,17.4,23.7,39.6,1,3,12,1,0,7,21.46,85.84,0
USR_01510,annual,1,36,15.0,11.7,7.8,1,3,5,0,0,2,26.81,26.81,0
USR_01511,annual,10,20,21.7,17.7,50.9,1,4,6,0,0,5,17.72,177.2,0
USR_01512,premium,23,38,6.8,4.7,24.3,1,2,3,1,0,2,54.38,1250.74,0
USR_01513,monthly,5,34,12.5,5.5,11.0,0,4,5,0,0,9,26.1,130.5,0
USR_01514,monthly,16,26,25.0,26.3,40.9,1,3,14,0,0,24,28.72,459.52,1
USR_01515,monthly,11,26,7.1,16.6,57.2,1,7,3,2,0,5,37.02,407.22,0
USR_01516,annual,5,29,4.5,5.8,30.3,1,2,3,1,1,5,18.51,92.55000000000001,0
USR_01517,premium,1,21,17.9,2.9,52.8,1,2,6,0,3,2,45.55,45.55,0
USR_01518,monthly,14,45,14.5,1.3,48.7,1,2,2,0,0,4,29.25,409.5,0
USR_01519,premium,23,43,9.7,23.8,44.5,1,4,7,0,0,1,49.2,1131.6000000000001,0
USR_01520,monthly,13,35,18.9,14.4,33.7,1,4,5,1,1,8,30.42,395.46000000000004,0
USR_01521,premium,1,30,16.1,11.2,34.7,0,4,4,0,0,8,51.13,51.13,0
USR_01522,monthly,2,30,13.5,18.0,23.2,1,2,2,0,1,13,29.64,59.28,0
USR_01523,monthly,1,38,13.8,29.6,17.1,1,1,5,0,0,1,30.65,30.65,0
USR_01524,monthly,10,46,14.0,17.2,34.7,1,2,7,1,0,1,26.13,261.3,0
USR_01525,monthly,16,27,18.3,6.6,60.4,1,5,4,0,2,11,29.29,468.64,0
USR_01526,monthly,1,23,16.3,2.3,37.2,0,4,6,0,0,5,27.95,27.95,0
USR_01527,monthly,21,44,2.9,15.0,17.4,1,2,1,0,0,0,29.09,610.89,0
USR_01528,annual,9,18,7.8,3.4,32.8,1,3,3,3,0,2,22.9,206.1,1
USR_01529,annual,14,23,15.9,18.3,35.6,1,3,10,0,0,1,24.9,348.59999999999997,0
USR_01530,monthly,42,30,9.4,5.0,27.5,0,4,4,1,0,2,31.82,1336.44,1
USR_01531,annual,1,19,9.1,2.0,11.7,0,3,3,0,0,0,24.49,24.49,1
USR_01532,annual,27,40,18.3,3.5,40.2,1,4,12,0,0,2,18.19,491.13000000000005,0
USR_01533,monthly,1,38,8.6,3.7,35.3,0,2,6,1,0,2,30.28,30.28,1
USR_01534,monthly,5,27,10.4,5.7,23.7,1,2,5,2,0,3,33.51,167.54999999999998,0
USR_01535,monthly,22,42,11.5,3.6,23.7,1,4,8,1,0,12,31.77,698.9399999999999,0
USR_01536,monthly,28,43,13.6,3.1,23.2,1,2,3,1,0,6,28.96,810.88,0
USR_01537,annual,8,31,23.4,6.0,12.9,1,1,10,0,0,11,24.32,194.56,1
USR_01538,monthly,10,28,14.4,24.3,32.0,1,4,6,0,0,2,33.47,334.7,1
USR_01539,annual,14,50,10.5,1.0,26.1,0,3,4,0,0,8,18.88,264.32,0
USR_01540,annual,21,37,6.3,4.2,33.1,1,5,5,0,0,2,22.12,464.52000000000004,0
USR_01541,monthly,1,34,13.8,9.9,16.2,0,2,8,1,0,3,31.13,31.13,1
USR_01542,annual,19,42,8.6,24.9,42.8,0,2,2,0,1,7,20.01,380.19000000000005,0
USR_01543,monthly,7,34,7.9,4.0,48.5,0,5,2,0,0,15,33.55,234.84999999999997,1
USR_01544,premium,7,27,27.6,5.1,52.7,0,4,12,1,0,1,50.06,350.42,0
USR_01545,monthly,6,32,10.2,19.2,61.5,0,4,6,1,0,6,30.57,183.42000000000002,1
USR_01546,annual,8,40,26.4,5.6,39.7,1,5,17,2,0,8,15.0,120.0,0
USR_01547,annual,34,18,22.1,22.9,49.0,1,4,11,0,0,4,25.75,875.5,0
USR_01548,monthly,9,29,7.9,7.3,47.4,0,3,3,0,0,1,32.24,290.16,1
USR_01549,annual,36,43,19.2,10.1,47.5,1,2,1,0,0,2,26.54,955.4399999999999,0
USR_01550,premium,2,27,13.0,9.9,62.0,0,1,5,0,0,0,54.23,108.46,1
USR_01551,annual,15,44,4.3,1.5,20.7,1,2,2,1,0,11,18.72,280.79999999999995,0
USR_01552,annual,20,43,10.0,5.3,81.9,1,6,2,1,0,2,19.22,384.4,0
USR_01553,premium,13,31,27.7,3.3,82.7,1,2,7,0,0,7,46.58,605.54,0
USR_01554,monthly,11,27,7.2,13.8,46.8,1,4,3,0,0,1,31.37,345.07,0
USR_01555,monthly,9,29,9.5,32.6,27.9,0,3,5,1,0,2,31.28,281.52,1
USR_01556,annual,23,53,12.4,2.9,32.7,0,4,3,0,3,23,19.1,439.3,1
USR_01557,monthly,20,46,16.4,1.1,33.4,1,1,6,0,0,13,33.0,660.0,1
USR_01558,annual,1,33,4.7,8.5,2.0,1,4,3,0,0,1,18.7,18.7,1
USR_01559,premium,22,27,22.6,5.9,34.7,0,4,8,1,0,4,49.88,1097.3600000000001,0
USR_01560,monthly,6,32,7.1,1.0,21.3,1,5,0,1,1,2,24.63,147.78,0
USR_01561,monthly,3,33,20.6,30.6,17.3,0,1,17,0,2,5,22.91,68.73,1
USR_01562,annual,24,22,16.0,33.8,34.0,1,4,8,0,0,10,15.0,360.0,0
USR_01563,monthly,6,32,20.1,22.8,40.7,0,2,13,0,2,2,28.43,170.57999999999998,1
USR_01564,annual,19,42,8.0,4.0,18.9,1,4,5,0,0,8,21.46,407.74,0
USR_01565,monthly,3,18,10.7,1.6,20.1,0,1,4,2,0,6,28.5,85.5,1
USR_01566,annual,1,38,13.5,10.8,11.0,1,1,2,0,0,1,22.1,22.1,0
USR_01567,monthly,8,42,18.3,4.0,5.1,1,5,5,1,0,2,26.16,209.28,1
USR_01568,annual,1,27,11.1,2.7,11.6,0,6,4,1,0,11,22.03,22.03,0
USR_01569,monthly,16,45,19.3,12.3,13.2,0,3,4,0,0,12,30.2,483.2,1
USR_01570,annual,3,26,5.8,16.7,29.6,1,5,2,0,0,19,23.71,71.13,0
USR_01571,monthly,7,35,9.5,9.0,32.9,1,6,2,0,0,10,28.13,196.91,0
